id,model,dataset,included,m,n_clusters,entropy,norm_entropy,is_zero,correct,em,f1,confidence,is_unanswerable,qtype
570d4e6cb3d812140066d66e,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
570d4e6cb3d812140066d66f,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
570d4e6cb3d812140066d670,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
570d4e6cb3d812140066d671,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
5a6381d868151a001a922322,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5a6381d868151a001a922324,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
570d50a5fed7b91900d45e7d,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
570d50a5fed7b91900d45e7e,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
570d50a5fed7b91900d45e7f,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
570d50a5fed7b91900d45e80,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
570d50a5fed7b91900d45e81,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
5a638bf768151a001a922364,Mistral-7B-Instruct-v0.1,squad2,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.25613196984895026,True,squad2
5a638bf768151a001a922365,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5a638bf768151a001a922366,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5a638bf768151a001a922367,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5a638bf768151a001a922368,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
570d529fb3d812140066d6bb,Mistral-7B-Instruct-v0.1,squad2,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.18181818181818182,-0.1840059925769424,False,squad2
570d529fb3d812140066d6bc,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
570d529fb3d812140066d6bd,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
570d529fb3d812140066d6be,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
570d529fb3d812140066d6bf,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.9999999999999971,0.49999999999999856,False,False,0.0,0.5,-0.16095057794392334,False,squad2
5a6391c268151a001a92238c,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5a6391c268151a001a92238d,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5a6391c268151a001a92238e,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,True,squad2
5a6391c268151a001a92238f,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
57105da9a58dae1900cd699e,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
57105da9a58dae1900cd699f,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57105da9a58dae1900cd69a0,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57105da9a58dae1900cd69a1,Mistral-7B-Instruct-v0.1,squad2,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.6,-0.030323773884804592,False,squad2
57105da9a58dae1900cd69a2,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
5ad23fded7d075001a4288fc,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad23fded7d075001a4288fd,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad23fded7d075001a4288fe,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad23fded7d075001a428900,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
57106185b654c5140001f8db,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57106185b654c5140001f8dc,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.33333333333333337,-0.10065791462315019,False,squad2
57106185b654c5140001f8dd,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,True,1.0,1.0,-0.25286959589114605,False,squad2
57106185b654c5140001f8de,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
57106185b654c5140001f8df,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
5ad241c7d7d075001a428978,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad241c7d7d075001a428979,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad241c7d7d075001a42897a,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad241c7d7d075001a42897b,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad241c7d7d075001a42897c,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
57106644b654c5140001f8e5,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57106644b654c5140001f8e6,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57106644b654c5140001f8e7,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57106644b654c5140001f8e8,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57106644b654c5140001f8e9,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
5ad243abd7d075001a428a10,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad243abd7d075001a428a11,Mistral-7B-Instruct-v0.1,squad2,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.5729504525661469,True,squad2
5ad243abd7d075001a428a12,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad243abd7d075001a428a13,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad243abd7d075001a428a14,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
57106d2fb654c5140001f8ef,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57106d2fb654c5140001f8f0,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57106d2fb654c5140001f8f1,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57106d2fb654c5140001f8f2,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57106d2fb654c5140001f8f3,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
5ad24a2ad7d075001a428bb8,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad24a2ad7d075001a428bb9,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad24a2ad7d075001a428bba,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad24a2ad7d075001a428bbb,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.9999999999999971,0.49999999999999856,False,False,0.0,0.0,-0.20041238658692842,True,squad2
571077ecb654c5140001f909,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
571077ecb654c5140001f90a,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
571077ecb654c5140001f90b,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
571077ecb654c5140001f90c,Mistral-7B-Instruct-v0.1,squad2,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.6153846153846153,-0.007678440327072167,False,squad2
571077ecb654c5140001f90d,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
5ad25b9ed7d075001a428e6e,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad25b9ed7d075001a428e6f,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad25b9ed7d075001a428e70,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.09386397763230914,True,squad2
5ad25b9ed7d075001a428e71,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad25b9ed7d075001a428e72,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
57107932a58dae1900cd69ca,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57107932a58dae1900cd69cb,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57107932a58dae1900cd69cc,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57107932a58dae1900cd69cd,Mistral-7B-Instruct-v0.1,squad2,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.6666666666666666,-0.11246049112778564,False,squad2
57107932a58dae1900cd69ce,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
5ad25e99d7d075001a428f2f,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad25e99d7d075001a428f30,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad25e99d7d075001a428f31,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
57107a3ea58dae1900cd69de,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,True,1.0,1.0,-0.37407024701406044,False,squad2
57107a3ea58dae1900cd69df,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57107a3ea58dae1900cd69e1,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57107a3ea58dae1900cd69e2,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
5ad263d9d7d075001a429122,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad263d9d7d075001a429123,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad263d9d7d075001a429124,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.06457949857228111,True,squad2
5ad263d9d7d075001a429125,Mistral-7B-Instruct-v0.1,squad2,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-0.07649689097858452,True,squad2
5ad263d9d7d075001a429126,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
57107c24a58dae1900cd69e9,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57107c24a58dae1900cd69ea,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,True,1.0,1.0,-0.20999819002658374,False,squad2
57107c24a58dae1900cd69eb,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.4,-0.006442275770453421,False,squad2
57107c24a58dae1900cd69ec,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
5ad267dbd7d075001a42923e,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad267dbd7d075001a42923f,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad267dbd7d075001a429240,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad267dbd7d075001a429241,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.9999999999999971,0.49999999999999856,False,False,0.0,0.0,-0.1305106796203063,True,squad2
57107d73b654c5140001f91d,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57107d73b654c5140001f91e,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57107d73b654c5140001f91f,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
57107d73b654c5140001f920,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.33333333333333337,-0.032192830947073287,False,squad2
5ad24056d7d075001a42892c,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.031175145675336222,True,squad2
57107e6ca58dae1900cd69f3,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57107e6ca58dae1900cd69f4,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,True,1.0,1.0,-0.10301436010536147,False,squad2
57107e6ca58dae1900cd69f5,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57107e6ca58dae1900cd69f6,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
5ad2454cd7d075001a428a92,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.1303842039982681,True,squad2
5ad2454cd7d075001a428a93,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad2454cd7d075001a428a94,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad2454cd7d075001a428a95,Mistral-7B-Instruct-v0.1,squad2,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-0.09213621941752592,True,squad2
57108073b654c5140001f925,Mistral-7B-Instruct-v0.1,squad2,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.3636363636363636,-0.011850937858238658,False,squad2
57108073b654c5140001f926,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
57108073b654c5140001f927,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
57108073b654c5140001f928,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57108073b654c5140001f929,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
5ad24b60d7d075001a428be4,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad24b60d7d075001a428be5,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad24b60d7d075001a428be6,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad24b60d7d075001a428be7,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad24b60d7d075001a428be8,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.08914667076545758,True,squad2
57108198b654c5140001f937,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
57108198b654c5140001f938,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57108198b654c5140001f939,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57108198b654c5140001f93a,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
57108198b654c5140001f93b,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
5ad25878d7d075001a428dc6,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad25878d7d075001a428dc7,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,True,squad2
5ad25878d7d075001a428dc8,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad25878d7d075001a428dc9,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad25878d7d075001a428dca,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
57108c95b654c5140001f979,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57108c95b654c5140001f97a,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57108c95b654c5140001f97d,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
5ad25f29d7d075001a428f60,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad25f29d7d075001a428f61,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad25f29d7d075001a428f62,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad25f29d7d075001a428f63,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad25f29d7d075001a428f64,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
57108d69b654c5140001f984,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57108d69b654c5140001f985,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57108d69b654c5140001f986,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.9999999999999971,0.49999999999999856,False,False,0.0,0.8,-0.16321355452168973,False,squad2
57108d69b654c5140001f987,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.6153846153846154,-0.06745738338143939,False,squad2
5ad268cbd7d075001a429292,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad268cbd7d075001a429293,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad268cbd7d075001a429294,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad268cbd7d075001a429295,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad268cbd7d075001a429296,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
57108ee6a58dae1900cd6a1a,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57108ee6a58dae1900cd6a1b,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57108ee6a58dae1900cd6a1c,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57108ee6a58dae1900cd6a1d,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.05004631086063682,False,squad2
57108ee6a58dae1900cd6a1e,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.9999999999999971,0.49999999999999856,False,False,0.0,0.5714285714285715,-0.25380748353200033,False,squad2
5ad24319d7d075001a4289cc,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad24319d7d075001a4289cd,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad24319d7d075001a4289ce,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad24319d7d075001a4289cf,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad24319d7d075001a4289d0,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
571090abb654c5140001f995,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
571090abb654c5140001f996,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
571090abb654c5140001f997,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.16666666666666669,-0.12649342333787494,False,squad2
571090abb654c5140001f998,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.4444444444444445,-0.09916625078376683,False,squad2
571090abb654c5140001f999,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.25,-0.259876402703109,False,squad2
5ad26c87d7d075001a429398,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad26c87d7d075001a429399,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad26c87d7d075001a42939a,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad26c87d7d075001a42939c,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.17059172722681776,True,squad2
57109180a58dae1900cd6a40,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57109180a58dae1900cd6a41,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57109180a58dae1900cd6a42,Mistral-7B-Instruct-v0.1,squad2,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.2857142857142857,-0.06566206336614974,False,squad2
57109180a58dae1900cd6a43,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
5ad27081d7d075001a429454,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,True,1.0,1.0,-0.09729723583437817,True,squad2
5ad27081d7d075001a429455,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad27081d7d075001a429457,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad27081d7d075001a429458,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
57109275b654c5140001f99f,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57109275b654c5140001f9a0,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
57109275b654c5140001f9a1,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
57109275b654c5140001f9a2,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
57109275b654c5140001f9a3,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
5ad27473d7d075001a4294e8,Mistral-7B-Instruct-v0.1,squad2,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.12380972367063806,True,squad2
5ad27473d7d075001a4294e9,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,True,squad2
5ad27473d7d075001a4294ea,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad27473d7d075001a4294eb,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
571093aba58dae1900cd6a5c,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
571093aba58dae1900cd6a5d,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
571093aba58dae1900cd6a5e,Mistral-7B-Instruct-v0.1,squad2,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.8421052631578947,-0.06282632565252211,False,squad2
571093aba58dae1900cd6a5f,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
571093aba58dae1900cd6a60,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
5ad248f7d7d075001a428b8c,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad248f7d7d075001a428b8d,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad248f7d7d075001a428b8e,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.12925130801225546,True,squad2
5ad248f7d7d075001a428b8f,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
571094b7a58dae1900cd6a66,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
571094b7a58dae1900cd6a67,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
571094b7a58dae1900cd6a68,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
571094b7a58dae1900cd6a69,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
571094b7a58dae1900cd6a6a,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
5ad24e85d7d075001a428c4e,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad24e85d7d075001a428c4f,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,True,squad2
5ad24e85d7d075001a428c50,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad24e85d7d075001a428c51,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad24e85d7d075001a428c52,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.10368288882149468,True,squad2
571095a8a58dae1900cd6a76,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
571095a8a58dae1900cd6a77,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
571095a8a58dae1900cd6a78,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
571095a8a58dae1900cd6a79,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
571095a8a58dae1900cd6a7a,Mistral-7B-Instruct-v0.1,squad2,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.47058823529411764,-0.03051001419255499,False,squad2
5ad25963d7d075001a428e0d,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad25963d7d075001a428e0e,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad25963d7d075001a428e0f,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.14897870624410078,True,squad2
5710968aa58dae1900cd6a86,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
5710968aa58dae1900cd6a87,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
5710968aa58dae1900cd6a88,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
5710968aa58dae1900cd6a89,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
5ad25c69d7d075001a428ea4,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad25c69d7d075001a428ea5,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,True,squad2
5ad25c69d7d075001a428ea6,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,True,squad2
5ad25c69d7d075001a428ea7,Mistral-7B-Instruct-v0.1,squad2,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.1763685889614912,True,squad2
571097baa58dae1900cd6a98,Mistral-7B-Instruct-v0.1,squad2,False,0,,,,,,,,,False,squad2
571097baa58dae1900cd6a99,Mistral-7B-Instruct-v0.1,squad2,False,1,,,,,,,,,False,squad2
571097baa58dae1900cd6a9b,Mistral-7B-Instruct-v0.1,squad2,False,2,,,,,,,,,False,squad2
